Name	Type	Region	PKG direct link	File Size
Perfect Weapon 	PS1	US	http://zeusXXXXUP9000/NPUJ00341_00/x0YM15wNVWNeB0W09tNt1AYhwV00DWSBRYj5BhKP6NkSxLFhTLuMOccBt4t2j3hQfi3tLb2X6i6cDylQWApIW23ka0P7fTFpDvyBk.pkg	206
Yaku Tou: Noroi no Game 	PS1	JP	http://zeusXXXXJP0031/NPJJ00035_00/1uvLqCLiKA1RuYPoGh0iheK9KrrVXe5yANjxdpyyMgrVS3R9iyIE0X41ErBSBwqRC1buj1rndNWbnlPinVUBYln8Wfodqlt3Xrlwg.pkg	206
Clock Tower 2 	PS1	JP	http://zeusXXXXJP0202/NPJJ00630_00/skfdXlLgYwEkUgNnkOWPRKpWKnuafwCBLnifDZAAfbnVyisSplQWJTmmrDNNwXjjEUxfLvvRKEWXlbVraXQBEsoQxhuxbADBGOzqg.pkg	207
Minna no Golf 2  (req. OFW 3.40)	PS1	JP	http://zeusXXXXJP9000/NPJI00002_00/fhMQAhPpLTgv2s8sJskeWJJyvs06bg4BuuoYc7Py0kaDRdSypfMTxseoV9a4ldb7SLrj5blpWMYUmfc6PhC4ccA1BKtjgHWqdbRcM.pkg	207
Asuka 120percent Excellent: Burning Fest. Excellent 	PS1	JP	http://zeusXXXXJP0212/NPJJ00523_00/pfffyMakjOSvlkWwGjVqquBNNCqDpjWJrDnJXhVURTgZtOobbqSbrFAJyfnDdHIuMdhsPFLDTisHSGSqjIaishoIqPXintTyrKPax.pkg	208
Gunners Heaven 	PS1	JP	http://zeusXXXXJP9000/NPJI00015_00/I5WMwaSxl7WYr3LLriq1XH3uybUvaagkJIxfuI37RQd7mhXNdoVpOSkrCSybTkeeuwDXUsnc8K1q5TI6kQd9DFRmUAHlh6awPEStx.pkg	208
Jigsaw Madness 	PS1	US	http://zeusXXXXUP9000/NPUJ01509_00/21VyJNym6Fqwo7LoNWxMbUi53hNB8hA3yfbC9jP5BSSOrAALjgmImo8Wi1eDEvCIf0kopMpO9paiY0F3RH9gtWYicn33MyjgEXQlY.pkg	208
Echo Night 	PS1	US	http://zeusXXXXUP9000/NPUJ00820_00/UP9000-NPUJ00820_00-0000000000000001_bg_1_bfd605783812bc0a7f585124e2a42d1d13e474c8.pkg	209
Tomb Raider 	PS1	EU	http://zeusXXXXEP0776/NPEF00011_00/1g6SVH9rMGEeaorLRD4uqMiw3Fh0nMHlVDCVLoE027JaFsHRFDV8HMRFKrUVnpuQ.pkg	209
Tomb Raider(R)	PS1	US	http://zeusXXXXUP9000/NPUJ00152_00/AvEqCuMBnISjsmw82U04IvjOMTy1r4q5sVUBgxHwN2ojTFwVkPn9wC4HHy9NJ5GAXmWnewlYOrHY7KjimG9b4uj8o2cEk8eDh50Ne.pkg	210
Disney’s Hercules 	PS1	EU	http://zeusXXXXEP1006/NPEF00047_00/Xr8tsjKJKH1KBnLi5fXDvf228AMnQgJTfo7cBH3XBflFBP3EBHGD2Vcn2fR2STw7tFxpalRKcxKThUduc2qD1vEnSuMxthxjsjBQL.pkg	211
Speed Power Gunbike 	PS1	JP	http://zeusXXXXJP1091/NPJJ00744_00/JP1091-NPJJ00744_00-0000000000000001_bg_1_09586d3de7b1b03aaa1dea3d8ed31e4c37980409.pkg	211
Hercules 	PS1	US	http://zeusXXXXUP9000/NPUJ01029_00/Qi8EAbj85kBVNnXm18xkwEgrejBnQDnde6BDdV7YC2hEAnXAWLVjsBXw2jumlDbfAyNElB5E52WyH8RneBJ7lGJTEoRJ1t0VEx0Vh.pkg	212
Lunatic Dawn Odyssey 	PS1	JP	http://zeusXXXXJP0011/NPJJ00263_00/v33obN9EHr1umOaxVlqmFwsNdcPBgdmpUPT0SqDK9ixl4njY2Tr8bMUHa4El0PlTCYkLRD1ax3NFhuovvcIHJNdDWAW6RjVYM2TRe.pkg	212
ZANAC x ZANAC	PS1	JP	http://zeusXXXXJP0747/NPJJ00412_00/KHrlEFLBS1RmDobIFNI7eSJJ0A5AaWp4iy4t0kpd3L7LCvgcWRiCNevSwtUOcRxBAIV4U2e3h7erDG2MB2L1jeAcCiEOMoXR9ECtT.pkg	212
Zanac x Zanac 	PS1	JP	http://zeusXXXXJP0747/NPJJ00412_00/KHrlEFLBS1RmDobIFNI7eSJJ0A5AaWp4iy4t0kpd3L7LCvgcWRiCNevSwtUOcRxBAIV4U2e3h7erDG2MB2L1jeAcCiEOMoXR9ECtT.pkg	212
Namco Museum Vol. 3	PS1	JP	http://zeusXXXXJP0700/NPJJ00689_00/cclMLEbWfrpvsJlVAGxIdsPHHwYhiLjRzQdbXwudELbNMTFlzZGwOUmvzVNLHYnoxcqOCaIzxVzglXjcQpyJjPUkiAbboQrXnzSas.pkg	213
Armored Core (PS One Classic)	PS1	US	http://zeusXXXXUP9000/NPUJ94182_00/BGNwwxVBNmFYuDfTygIIUENgkDGZETeIPibKRgfgFgzsfhJnTofPNgqENjDbXLNO.pkg	214
Final Fantasy Tactics 	PS1	US	http://zeusXXXXUP9000/NPUJ94221_00/LxKDTQw7Fjc7Wo2qCoXaC1qa2eQnxBariSsNbIFDX82dPNrjX65f9vnWVr4wDRMHJYpCEtgXUOCHFiO3QPNIlR0v5C8CeXefNpRgb.pkg	214
Bugriders: The Race of Kings (Russian Store)	PS1	EU	http://zeusXXXXEP0182/NPEF00159_00/nLemGBZITMpJURZqIwIcVIZckxSlqpXReTYZPcOmJrCIEcwmtwWvTrDXNvZYgYvp.pkg	215
Mega Man Legends 	PS1	US	http://zeusXXXXUP9000/NPUJ00603_00/UP9000-NPUJ00603_00-0000000000000001_bg_1_ece768cc797f8cbf52a466157b2bd0aea1dd32e0.pkg	215
Vigilante 8	PS1	JP	http://zeusXXXXJP0747/NPJJ00644_00/dvlYhtRbpzkdeirEumkngMxiFLlMqjNbUoYkrTSdhitzBzTGasilTuamWmKsCMqgYZvyuAdTRGiruJkocussOThAKxxIjuGdhvYbw.pkg	215
Wolf Fang	PS1	JP	http://zeusXXXXJP0571/NPJJ00360_00/UWisp1InKbeG0kElIwH0muV7ug8KyUSuWekhc49yqATN5u3IO2QFHjRvFf6MrrBL7r3mWorKahCxbMptkKX7JbxEPBU4dcIDM3Tg5.pkg	215
Wolf Fang 	PS1	JP	http://zeusXXXXJP0571/NPJJ00360_00/UWisp1InKbeG0kElIwH0muV7ug8KyUSuWekhc49yqATN5u3IO2QFHjRvFf6MrrBL7r3mWorKahCxbMptkKX7JbxEPBU4dcIDM3Tg5.pkg	215
Magical Drop III 	PS1	JP	http://zeusXXXXJP0571/NPJJ00311_00/WACh5eEVU5xhd3XnXSBTy2AfxSpPl50AqOUgrWsGAper3IGfQMWAPm24uovwOdJm2yEr9UN5BH2yyju25NB53NY3EVSC7VBiT7LvT.pkg	216
Hogs of War 	PS1	US	http://zeusXXXXUP9000/NPUJ01195_00/MYBQMdWCWHXhPZITpjsFHeYDHcUCxaYPRsePsZbxCkrqfTZhhnOOvophtaWmZUvkVIebOcoRumdHYXgnhtpInWHqWCsWPiKRMKDJk.pkg	217
R-Type Delta 	PS1	US	http://zeusXXXXUP9000/NPUJ00877_00/7nmFOvYQnEovgd2vQR5qvuGL0t9vBrEcJGsbyAhve95pMKfGebhdqOfqwKwoYALmvII1HAtnn71mNCKtDHvovuL1iuEJLj6AUytjb.pkg	218
Chess 	PS1	US	http://zeusXXXXUP9000/NPUJ01400_00/zCEvnfnXIYqwcAziEeToTfLgKEaShBjRWkEfPmMHjZOTrMhWwDQqZjZtqjLeMPkn.pkg	219
Tomba! 2: The Evil Swine Return 	PS1	EU	http://zeusXXXXEP2039/NPEF00273_00/fKITvTIuwVizFjKLmEBuwPZudSRQNNnRgPvDdOFGeRYqBNtGlQualmDIDWuIhilY.pkg	220
Brave Fencer Musashiden 	PS1	JP	http://zeusXXXXJP0082/NPJJ00172_00/8D50tsWhe9bwfGSj5LDbvi37jSrM9XPigbs0V399b5Qbqie8AslJVxYtPxya7CgL354wwvXfyem2oqDXIWOiPqLpN5eldLJUIuTFb.pkg	222
Dirt Jockey 	PS1	US	http://zeusXXXXUP9000/NPUJ01552_00/RlJUueEkFNjduBXLHJJMogBA6HvvVYueEdO8Gxwj6H1dvpoJo7uCh5uIKYyXwlAQiHctLjEKFQmOP6WeVmDVjtxuskKWxDHubVPKt.pkg	222
Final Fantasy Tactics	PS1	JP	http://zeusXXXXJP0082/NPJJ00265_00/JKFg7qh1MxDL8fbdTOxkgUqCpOqIEhdXjO00IwquoT3mDo2V4ro9tQ7iIN5X4Qxe6WhKAniy7pRRrG5AacIJHWvWaImiDSrPBuiIM.pkg	222
Armored Core 	PS1	JP	http://zeusXXXXJP0506/NPJJ00068_00/GPCBWjtuPvKtGElQJrUKwUxhnFFHKMGHlvpLmAKydIWrvMfyCbVkGzmtXYadBAIULvoFhDeDYoUJZapsvSXuLjtKKHpFQnRcTKTVq.pkg	225
Armored Core: Project Phantasma 	PS1	JP	http://zeusXXXXJP0506/NPJJ00089_00/KhowxHnvFWBOFFKvfvBgzZsJyFlJAXsbJgvLOZtxxBUhlRRtAbVzIIKFHIbYJtDgLfFOixxpUbQyyBZrjxTpNtbHZPcgFUxHqpCex.pkg	226
Breath of Fire IV 	PS1	JP	http://zeusXXXXJP0102/NPJJ00539_00/veUvafuyHaDsIETQRJriEGLRASBnwKASWwdxQgjrhLlfkiqoEJCXEGyFBdvtbWNRqGDAHASZNFZfjWWheVcmZuUHtUIjEyierlnKd.pkg	227
Reel Fishing II 	PS1	US	http://zeusXXXXUP9000/NPUJ00843_00/hOvFjHdOvAwRNXNpyhZLdEGZwurLiYPpIaFKMXLxpYfYBoNzkAyJJLxTxAcWpFnIqLSNXVqdEzFZfNVmKAzBoipSPseJzGcvZnQTL.pkg	227
Mega Man Legends 2 	PS1	US	http://zeusXXXXUP9000/NPUJ01140_00/UP9000-NPUJ01140_00-0000000000000001_bg_2_f1b34ec314c11326c6cbb3175816ae44e3c6a0e9.pkg	228
Fighting Force 2 	PS1	EU	http://zeusXXXXEP0776/NPEF00114_00/gkpBANBflQuLodthytcFrwwmZMylMxUpkHeHZHkFryejkTuKkWmwnKZppXkjbCPm.pkg	229
Rockman 2: Dr. Wily no Nazo  (req. OFW 5.50)	PS1	JP	http://zeusXXXXJP0102/NPJJ00287_00/KaD9JlxILkebmBYoCAbsL0CRU8XqKCg77NqSF0taA9NLjT8SrHKncdq7La8hgcU0bFA4u7jaam9Jqlgj1qBYUkTWtSA0UGqF27a8F.pkg	231
Lilo & Stitch: Trouble in Paradise (German only) 	PS1	EU	http://zeusXXXXEP1006/NPEF00084_00/o1mjV2y8vWbyo7xXs9IOkWlBO5yktpNmtrkhBYgvL7E9PUxoVTOLPN1Ocf1gCqEBoxK0fI0VOdM5cN5anUwA92bNIbBYYcplH3a0S.pkg	232
Mega Man 2	PS1	JP	http://zeusXXXXJP0102/NPJJ00287_00/wbTDGMWGAIYVOJJFwLVsBrwjbBxXaHqtCGdmAEkQUCtusOqWSTSkqDtpGknxzngwcBvXVGIfshbFPgoEOBjaQnxKuYrYkaJddQnFd.pkg	232
Tomba! 2 	PS1	US	http://zeusXXXXUP9000/NPUJ94454_00/UP9000-NPUJ94454_00-0000000000000001_bg_1_97cfeec83be23dd88043ecfaaa48c89209f29642.pkg	232
Real Bout Garou Densetsu Special Dominated Mind 	PS1	JP	http://zeusXXXXJP0576/NPJJ00038_00/8W7Kwk38J5dQNlkgkJxpDnq6TSBJdsMGcRG13hctTQ8jhLpUhnMySKrLjvi64a0qMeXtWLxGVDeOry64O8XQS7HaBBE489jE7jQiN.pkg	233
Mega Man(R) 8 (PSOne Classic)	PS1	US	http://zeusXXXXUP9000/NPUJ00453_00/UP9000-NPUJ00453_00-0000000000000001_bg_1_a0dd5bce4702ad38c59ec938e745244a66b0467a.pkg	235
Pac-Man World 20th Anniversary 	PS1	US	http://zeusXXXXUP9000/NPUJ00439_00/AraFNdZaCyTAsHeTUsMbamRVwKHQWiGAmjMWgCWHYiMVmOqvvqUCUcqXcyNBsffr.pkg	235
Dai-4-Ji Super Robot Taisen S	PS1	JP	http://zeusXXXXJP0700/NPJJ00573_00/QOHrVHJOEaiFADVgFxDOoyKJsxkXUKPniGkXhrtGSeWGlABUsWnfqpzIVTTlGYiZCadVCyAOekwbtrVDZhUHUryqzhtgfWvfYDcmw.pkg	236
Mega Man 3	PS1	JP	http://zeusXXXXJP0102/NPJJ00341_00/YQAIPlDbUSXQJZgTZBgaFUglkfgQYVqZJXeqynpKnlDTtAXfgnOklwuUiDopMMfkuVeCASaiJQqmmJahpUXYlbvgHxOWmkCyOYQsN.pkg	236
Rockman 3: Dr. Wily no Saigo!?  (req. OFW 6.20)	PS1	JP	http://zeusXXXXJP0102/NPJJ00341_00/3SpR08lYmQo40SiG2PEfsAqqqeX3vkqpMVPYfAJ2FeYQBR9R9kAqhOq4nu6F08vTpPcEx6YYAmLk25IFjxNsxEUugHNqk3sYwdd3A.pkg	236
Final Fantasy IV	PS1	JP	http://zeusXXXXJP0082/NPJJ00652_00/HAgxRioWcKGUsOpASnhuWYhBulmeitCSnzrnzGtBNzNMhVpWJXQQUOtmpalVDjdKYWRZVHTpoIgyaWyDdQnuwdgZkjoKmqWpHUpng.pkg	237
Zero Divide 	PS1	JP	http://zeusXXXXJP0207/NPJJ00354_00/XuyNuXEqx9qrnxfoopwNCvFxbfptIAY9huJ3l1JeILX1ubFQFucT9LHpd08LVliqNp0XxtR8vIrEun7Su2VBG5svGtKjRryHvTRkc.pkg	237
Streak: Hover Board Racing (Russian Store)	PS1	EU	http://zeusXXXXEP0182/NPEF00158_00/vhsJDHgRfjRahnMsKsNtvPJgbcECWkwcSiFBkrpCWyYYngintmNYZUEbmpJbztKt.pkg	238
Assault Suits Valken 2	PS1	JP	http://zeusXXXXJP0038/NPJJ00256_00/LCXJ8EE54U4FNaHIB9SgMfLKetG7ITw5A89CHiC0vVei2CSyb9L0NxLA12ix9CsDRgS2Tj7sp4Ax83xmerQx0V4uVpY2RfsY5Q5P1.pkg	239
Marionette Company 2 	PS1	JP	http://zeusXXXXJP0747/NPJJ00451_00/5BNs9lR9v6wy6feT5lfRmO9sfdWB3fVvrE1kCatelxWCBdpvsSw1nJQFpLjVg5NE7BQigkQe4KyJBGjS6geQk975wi6Ae7CY72UD7.pkg	239
Warhawk (Dutch store) 	PS1	EU	http://zeusXXXXEP9000/NPEE00062_00/BCZXgXnnguhZKwwrXIyiyEIQWuAASaLpmsCHhKmJvITyAfWJPDojMiFSFREkVXwk.pkg	239
Warhawk (English store) 	PS1	EU	http://zeusXXXXEP9000/NPEE00062_00/MMeEOtXqsfBbJcmiOMcXGdVbJFYkjsteCnWyhfYmlajuYsxPSOukuSeVUFSfwDNs.pkg	239
Warhawk (French store) 	PS1	EU	http://zeusXXXXEP9000/NPEE00062_00/UacifeMjnRjOzKTFZQoyQfMVOdmGfIiNHBHRMYlXQcAEDJQNgYWHGFXrvTIrXcIc.pkg	239
Warhawk (German store) 	PS1	EU	http://zeusXXXXEP9000/NPEE00062_00/afrJagnZAtSvufUhuYXBXcUdqCsqHfFMSAgnsOfwWHVHeNZNrThZhGJkOzUUNFbr.pkg	239
Warhawk (Italian store) 	PS1	EU	http://zeusXXXXEP9000/NPEE00062_00/dHkMnDEUXaGBuDWlahqyxvBUedbSzvsiayQPUUINYaAYWWQNHwRBwftOYgkJiVuJ.pkg	239
Warhawk (Portuguese store) 	PS1	EU	http://zeusXXXXEP9000/NPEE00062_00/ZvVBusmMzXcHcfnHbVMCqourRjlrSnaFVtrKuUzkyIwpmOhCLNWbmWqwowITmkZp.pkg	239
Warhawk (Russian store) 	PS1	EU	http://zeusXXXXEP9000/NPEE00062_00/XvrACZaAYszqVEDqbeFQKmfIBsukLgfTOTcuFvvLYIDTDFwhUNEMJbCWavYPZBbg.pkg	239
Warhawk (Spanish store) 	PS1	EU	http://zeusXXXXEP9000/NPEE00062_00/xYXzwGhXoOJLLihCOQfkfRxqQQISvEqBaEFLvZxiVTMsPaZXPGHTesLucwoSbGJv.pkg	239
Disney’s Party Time with Winnie the Pooh (German) 	PS1	EU	http://zeusXXXXEP1006/NPEF00082_00/A2vnpGSYqw57HACIDlYFcThIFuevJ8GUyeFuTwvy469pbum2v20sqy1JaSvT9LJOs669e2Q2r0bkesYry66PMV0LfLPghTYahyS4i.pkg	241
Namco Museum Vol. 5 	PS1	US	http://zeusXXXXUP9000/NPUJ00417_00/UBQiyyBrunGothtkwFaNLmtiHbXPmelOxLcvfavHTGuYpPHxmFPmFkpCnklFrXcF.pkg	241
Gubble 	PS1	EU	http://zeusXXXXEP4061/NPEF00139_00/SzGRcAqNAEVdnpzSHdDzjqRvrgYxIENrUyucsbkBfLzbhxSqsZgGmzbVTuDFKkAd.pkg	242
Disney’s Party Time with Winnie the Pooh 	PS1	EU	http://zeusXXXXEP1006/NPEF00082_00/v67ppyN1qyeyfWcU8ghxMbHSmFL6wlwhUGMSTW7Gs1IkHuF4F9tvM0hE4GkoutnTD2FawjQ1AFNVkH55Y7QyPSr8TO6aUSDQc8i8n.pkg	243
Warhawk	PS1	US	http://zeusXXXXUP9000/NPUI94305_00/7FMAuGG86YiR8B0ee3MSh1kSh987sxHLiX2D9tTUQjHWHLBbKufjR25U4Q0B2slLEuqmAx3XNhrcQHyjl0e5TdU3VLm6sjNlfruo7.pkg	243
XS Junior League Dodgeball 	PS1	US	http://zeusXXXXUP9000/NPUJ01560_00/0YeMmQDgiBdjLhdGioRsmREwvUDFBcIaIQsrakBy0JRL6gESjHkShCMh7iT71BItjy5BMnAaYsqHB6J8OnWnQRLu6AR0Lbx26vvFv.pkg	243
Ganbare Morikawa-kun 2nd Pet in TV 	PS1	JP	http://zeusXXXXJP9000/NPJI00013_00/vK0lD4FCC7him06PcHRQCtRhRCxYpWhv5c3LRK9E3rPuryaAIDDm4msWVe4IHM794pg9wa3o4EGb6EKRdR3dBC8BJ4WsLMAMBRCXd.pkg	244
R-Types	PS1	US	http://zeusXXXXUP9000/NPUJ00753_00/gxpFi5NgHiIsiRVVP9YxUCcgGPtFUgBSOOOSsHnQK6LJDGlVErd1Mk3pJPwmoyErNONTLBXCRegQtvHVg19EvGJtWXSUdxFNRSiuc.pkg	244
Future Cop L.A.P.D. 	PS1	US	http://zeusXXXXUP9000/NPUJ00739_00/gcUhuAEzxShzsptPuLaoARtuGEpzSkcttpXnhZToSSJZhBpWlZppgimjPwFhBveRncXbIrwKRdevAumUuvqStbrZrQgcdQTsgZPRn.pkg	245
Motor Toon Grand Prix 2 	PS1	EU	http://zeusXXXXEP9000/NPEE00031_00/gCrOLbP60hP0oEjNpLkPmh5RgYeCtLB1mRUMmaFK8mnkXX4AHVXBlNjQhgPh4wHio8c5Li8s4SUycEXnEGQKeAWd5D0k4bnfHqKCp.pkg	246
Critical Depth (Dutch store) 	PS1	EU	http://zeusXXXXEP0182/NPEF00131_00/nawSKOM11GW87PRFQIqnbnNvQhFIVP111tx5fIicPkhgbMWnnFn0D46ifAmXL7r4.pkg	247
b.l.u.e. Legend of water	PS1	JP	http://zeusXXXXJP0555/NPJJ00178_00/5FOqHf1OBa3IrtEciVTkjriP2243Wb6WEPFrSpEfRTsYK3c0JHgRbvpUQYbQCPBYlJcMUO7rNjemi18amsdcHftTutAUJSQNWlpXM.pkg	248
Dino Crisis(R)	PS1	US	http://zeusXXXXUP9000/NPUJ00922_00/WFPgC0U3H3bOo9C6LRNtNNbpqySR0tpUTcqu6NBAk2xlMqXVqjD8tbkxgywWNCW3OdGtvutr2jB6SA5oAc2rJbFRTfWGgUraivBH8.pkg	248
Populous The Beginning (Spanish store) 	PS1	EU	http://zeusXXXXEP0006/NPEF00001_00/MSqiXBMREfhNtwtmI475npwuI1OUf2GiymlJhbMWwxBGEUQY4rFagBvjr0WP4jHBMCmVIOlu7O6hdLMC0e2K9kI9YgrSYBhGDFlg5.pkg	248
Populous: The Beginning (German) 	PS1	EU	http://zeusXXXXEP0006/NPEF00001_00/1vqQVs1aXe2A0M7ukkOPOXUufGOWJNcgOTL9midGUvfKIdhpDGr63R6k3v1b0JD5sQuyyxYOwaX7YCf0jXL7WwU4NjvdOLAi3D9Cp.pkg	248
Namco Museum Vol. 5	PS1	JP	http://zeusXXXXJP0700/NPJJ00692_00/VQiLYqXOnLKyxwRWFDgHEpEpvXFokYePPEfZmWJRIpMkeQcScXTPcnUYwWhWkvfXMAuYtsQdSBAHWQLuHvaJkoMKAoNoqqXpHrIyo.pkg	249
Populous: The Beginning 	PS1	US	http://zeusXXXXUP9000/NPUJ00277_00/R8ExHyRwccEc1jKDT85Ubo1yhToIuohijQRJmwtNT5GRkXEpLM9OgU640FiNsV6cus3J2xxVQMVobYEUVVue4StqUn1I8JAeyPfAu.pkg	250
Wizard's Harmony R 	PS1	JP	http://zeusXXXXJP0036/NPJJ00174_00/SlIKu62oskTE7eglP8xjp4vfF2aJ69wWup0Xfqx2KSk8Iw1Br0hpWwnKfSdDIAlhFnhQrOWEa60JWonFOaDIRrSTQI1MjwJo2Q2EJ.pkg	250
Heroine Dream	PS1	JP	http://zeusXXXXJP0747/NPJJ00685_00/SqvZhyNWwHHUpEPFqUpgceyyZHulBuPzvuLBEVxshqlWocSkKIILTidoLAiUKfhJIotnYJaXvmzgcAujCEZkEONoulPlHiPXVWRkh.pkg	251
Heroine Dream 	PS1	JP	http://zeusXXXXJP0747/NPJJ00685_00/SqvZhyNWwHHUpEPFqUpgceyyZHulBuPzvuLBEVxshqlWocSkKIILTidoLAiUKfhJIotnYJaXvmzgcAujCEZkEONoulPlHiPXVWRkh.pkg	251
Motor Toon Grand Prix	PS1	US	http://zeusXXXXUP9000/NPUI94355_00/WDlQG2tX4Yhx72tlq365kGPAHjH6rmcFe442PmdQpvQmvTpjCai99KCdnh91NC13PmDpoV6xy87xjSVQTE58sdkfbWG1D3XsYRlvR.pkg	251
Rebus 	PS1	JP	http://zeusXXXXJP0005/NPJJ00605_00/dXCHJXgfwopjWXUkHLlTBHZIdJXoprAoSTNZlgjtzkbKSqncnyRGEoiNLWPmQLWxYgtqUMguEwGqbQEWGncDPpvLzmkZquRRSqpeJ.pkg	252
Castlevania Chronicle: Akumajō Dracula 	PS1	JP	http://zeusXXXXJP0101/NPJJ00704_00/NNoWnPfMWgbBzNfRvSZzjZvxnYxwxhGJxwEcVcFzqstLzbuvCiUQMrtUUSOYDkxHzcooxteHdXgVioCpbrUMpKymgYyZXKmNWlWfK.pkg	253
DINO CRISIS	PS1	AS	http://zeusXXXXHP0102/NPHJ00004_00/FcHW4P6Dt1vYvCuLim1BPctmexPfUJByBLLW10GO18LHnXK2obOo9UvnOepblagkF3MUQbRS8ou35hicG8Jn7ckqJkhcgehTN6qIU.pkg	254
Tomba! The Wild Adventures 	PS1	JP	http://zeusXXXXJP0747/NPJJ00604_00/SIcNGTlOCQGXLytzJDHpmGqcqvEwmenzvTpdkgSyQaabfRmzAPppInDDrZoNHJhPYHpvtARefhmKsGSKdHNRVXKdRsrilyEYeHNXo.pkg	254
Pop'n'Pop	PS1	JP	http://zeusXXXXJP0305/NPJJ00234_00/Jcd4SuGr3cGFFbFg5e1IRmLwa2lnRHvyfPf4MkkAYyaVVWp6AY8tT90nud6DprwgqWLGi8IGfGpQlu1Q0D7xexSQ4hsqqFjmCX4kB.pkg	256
PoPoLoCrois 	PS1	AS	http://zeusXXXXHP9000/NPHI00022_00/9ov6ccKrkDvRRxmtHFhoBGRqcegBrbikhHOHpjSPx9yw9RocL2uxLFk591XXm1AKE1atU9fhx2eTQ4KL1voiKVTw2BHn7fw9jTYNn.pkg	256
PoPoLoCrois Monogatari 	PS1	JP	http://zeusXXXXJP9000/NPJI00042_00/5LxuL3NNwUNl5VcUJu8s1osVmddBEy7IfU0iex9YX9VbMa0TUcQgR0DabgYC8EH5rFqPehcPnS1sy6lG1XBDQd12c5UgyDi6UEiaP.pkg	256
Simple 1500 Vol.71: The Renai Simulation 2 	PS1	JP	http://zeusXXXXJP0367/NPJJ00397_00/dTftclbeaesFVcRUeTtVcefnpOwpFSoBu2bbG74uXpHvTHs4i98YLBP084aolRH7mQ596Bg0Snl7mNcV4CSW392aOPwk44k3iVda0.pkg	256
A5: A-Ressha de Ikou 5 	PS1	JP	http://zeusXXXXJP0011/NPJJ00028_00/UDQJlSLpR4aXTtxyxEfC5IRWoS2om9EsCxxkNw9ot6yMdDatCJCnWr2aulGDDPXTjSrHmXSABtDUH3kGpCjWVtBdvEmsX2xk1oJQm.pkg	257
Capcom Generation Dai-go-shu Kakutoka-tachi (Capcom Generations 5: Street Fighter Collection 2) 	PS1	JP	http://zeusXXXXJP0102/NPJJ00743_00/JP0102-NPJJ00743_00-0000000000000001_bg_2_7482c1c117d16ba7ec3082974e1046a01e9c27f1.pkg	257
Umi no Oh! Yah! 	PS1	JP	http://zeusXXXXJP0507/NPJJ00486_00/Ri2N8OkRXbpf38hFOb35qVq1drjqrx343LakaNwTgBENJFkirlkOG83m1Fi7cfvCD7WtNfT3wE1psY5eK9rr7y12M0evosIX4fdlJ.pkg	257
Gex: Deep Cover Gecko 	PS1	US	http://zeusXXXXUP9000/NPUJ00806_00/EiexY3rF4wcYhMUaxCxuixv2BW32dF4FxtJGCrobmtrQvxvqdhaPJIcMkOQFWeSVbmTnik2jvNeQ7EbJyf3vdOK7neMULSSks4Dxm.pkg	258
PoPoRoGue 	PS1	JP	http://zeusXXXXJP9000/NPJI00039_00/6Nh7dMXahb3CPbKB2P5aBy7IlLalJ85QpXwO6Q9sDp9oK8v2MXrbGgYDdPmFER3aiX1U5y7mO7kbFMrYOgUG9BgJwIi8Ud3VaToPV.pkg	258
Bomberman Party Edition 	PS1	US	http://zeusXXXXUP9000/NPUJ01189_00/HVtsGPmuN7l6P3oVkCRfdBFnfW44bu3RSqLeAHBqBhjhrlJ9wfidJvWgWD67vvSBad7kh0Uu8cGdtVLOu3jnMNo8xLy1gLMAbg5X7.pkg	259
Namco Anthology 2	PS1	JP	http://zeusXXXXJP0700/NPJJ00695_00/dikmgrQyrxJyHpoCFtVzwZgCuQTUXBWcljXwbWaOfSVQaWSIeXCdoNgjPytdMzDYuCDWiiZIWmWKCXqrebeyDbxHheQucuYgkoLjs.pkg	259
Spectral Force 	PS1	JP	http://zeusXXXXJP0031/NPJJ00017_00/ln9TwbHncbnM53ybF2SMTnFHPMAdFl5PmqrKCM1KKTpYxtWo4bT3Lw8tUujHhCxqCH4XMy3R8hwDdGUCtVfkpVLFILS0FK95wciqU.pkg	261
Wakusei Koukitai Little Cats 	PS1	JP	http://zeusXXXXJP0212/NPJJ00541_00/xDOaSpjYNUgbQjqVACqSWMjIjOqAhLUaRuCudmEpERNdaqlOJjtybGJpOptlTJyUSfumXidMyAsVoItduheUurPuyUzvaKboXzwXD.pkg	261
Cho Aniki	PS1	JP	http://zeusXXXXJP0038/NPJJ00252_00/udLFMwT20KCItm3vpBRwTIA118OAAqS3hwVKgh1JNkukTcYRC9NLM8QvLRj5d94oV6hbQ5UAxuC03roEAoYH3DfnvpW8aRNcqym1F.pkg	262
Cho Aniki 	PS1	JP	http://zeusXXXXJP0038/NPJJ00252_00/udLFMwT20KCItm3vpBRwTIA118OAAqS3hwVKgh1JNkukTcYRC9NLM8QvLRj5d94oV6hbQ5UAxuC03roEAoYH3DfnvpW8aRNcqym1F.pkg	262
Motor Toon Grand Prix USA Edition 	PS1	JP	http://zeusXXXXJP9000/NPJI00011_00/KK0jsDBSaN8rXsioQpAyPsyKLOrLcYQY8mCOjfoj8why6rRMyq6JIIkgqt52rAuNBc3XNrcVsh4iW6hFn5hASt8O8mFUhdtQrbPmU.pkg	262
